movieId,title,clean_title,year,genres,rating,vote_count,popularity,overview,runtime,budget,revenue,tagline,director,cast,keywords,poster_url
87502,Flight (2012),Flight,2012.0,Drama,6.5,2415,42.213765,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",138.0,31000000,161772375,,,Denzel Washington|Don Cheadle|Bruce Greenwood|Kelly Reilly|John Goodman,confession|airplane|f word|hangover|airplane crash|syringe|denial|porn actress|jesus freak|baseball stadium,https://image.tmdb.org/t/p/w500/87502
50014,The Help (2011),The Help,2011.0,Drama,7.8,1910,42.191509,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",146.0,25000000,124272124,Change begins with a whisper.,Tate Taylor,,mississippi|based on novel|exploitation|racial segregation|racism|writer|maid|moral courage|ressentiment|southern belle,https://image.tmdb.org/t/p/w500/50014
215,Saw II (2005),Saw II,2005.0,Horror,6.3,1251,42.187986,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",92.0,4000000,152925093,Oh Yes... There Will Be Blood.,Darren Lynn Bousman,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,riddle|serial killer,https://image.tmdb.org/t/p/w500/215
298,Ocean's Thirteen (2007),Ocean's Thirteen,2007.0,Crime|Thriller,6.5,1999,42.069993,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",122.0,85000000,311312624,What are the odds of getting even? 13 to one.,Steven Soderbergh,,casino|thief|revenge|heist|las vegas|pretending to be rich|labor strike,https://image.tmdb.org/t/p/w500/298
9741,Unbreakable (2000),Unbreakable,2000.0,Science Fiction|Thriller|Drama,6.9,1946,42.006908,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",106.0,75000000,248118121,Some things are only revealed by accident.,,,father son relationship|train accident|comic book|marriage crisis|invulnerability|superhero|suspense|super powers,https://image.tmdb.org/t/p/w500/9741
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,Drama|Comedy|War,8.0,1442,41.996783,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",95.0,1800000,9440272,The hot-line suspense comedy,,,usa president|general|cold war|strategic air command|nuclear missile|war room|bomber pilot|nuclear weapons|ex nazi|doomsday device,https://image.tmdb.org/t/p/w500/935
277685,Unfriended (2015),Unfriended,2015.0,Horror|Thriller,5.5,1047,41.972329,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.",82.0,1000000,62882090,"Online, your memories last forever. But so do your mistakes.",Levan Gabriadze,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,computer|bullying|revenge|internet|teenager|violence|internet chat|humiliation|death|extramarital affair,https://image.tmdb.org/t/p/w500/277685
251,Ghost (1990),Ghost,1990.0,Fantasy|Drama|Thriller|Mystery|Romance,6.9,1339,41.967005,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",127.0,22000000,505000000,A love that will last forever.,Jerry Zucker,,corruption|fortune teller|money transfer|money laundering|pottery|afterlife|spiritism,https://image.tmdb.org/t/p/w500/251
228205,The Longest Ride (2015),The Longest Ride,2015.0,Drama|Romance,7.3,1064,41.946523,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,128.0,34000000,63013281,Two couples. Two love stories. One epic tale.,"George Tillman, Jr.",,based on novel|art student|cowboy|injury|bull riding|romantic drama|young adult,https://image.tmdb.org/t/p/w500/228205
10200,The Day the Earth Stood Still (2008),The Day the Earth Stood Still,2008.0,Drama|Science Fiction|Thriller,5.2,1043,41.890722,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",104.0,80000000,233093859,12.12.08 is the Day the Earth Stood Still,Scott Derrickson,Keanu Reeves|Jennifer Connelly|Kathy Bates|Jaden Smith|John Cleese,extraterrestrial technology|spacecraft|ultimatum|evacuation|panic|government|remake|ufo|alien|end of the world,https://image.tmdb.org/t/p/w500/10200
1734,The Mummy Returns (2001),The Mummy Returns,2001.0,Adventure|Action|Fantasy,6.0,2206,41.862983,"Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",130.0,98000000,433013274,The most powerful force on earth is about to be unleashed by the two people who should know better.,Stephen Sommers,,son|ancient egypt|bracelet,https://image.tmdb.org/t/p/w500/1734
13053,Bolt (2008),Bolt,2008.0,Animation|Family|Adventure|Comedy,6.3,1750,41.845878,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",98.0,150000000,309979994,Fully Awesome. Ridonculous. Let It Begin.,Chris Williams,,hamster|kids and family|animal|cat vs dog|duringcreditsstinger|dog cat friendship|animal lead|girl dog relationship,https://image.tmdb.org/t/p/w500/13053
10189,Pineapple Express (2008),Pineapple Express,2008.0,Action|Comedy,6.6,1148,41.832392,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,111.0,27000000,101624843,Put this in your pipe and smoke it.,,Seth Rogen|James Franco|Danny McBride|Gary Cole|Rosie Perez,,https://image.tmdb.org/t/p/w500/10189
64686,47 Ronin (2013),47 Ronin,2013.0,Drama|Action|Adventure|Fantasy,5.9,1326,41.796339,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",119.0,175000000,150962475,For courage. For loyalty. For honor.,,,japan|suicide|samurai|based on true story|samurai sword|ronin|shogun|half breed|3d,https://image.tmdb.org/t/p/w500/64686
2667,The Blair Witch Project (1999),The Blair Witch Project,1999.0,Horror|Mystery,6.3,1055,41.690578,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",81.0,60000,248000000,The scariest movie of all time is a true story.,Daniel Myrick,,witch|voodoo|legend|sorcery|maryland|forest|footage|horror|true|student,https://image.tmdb.org/t/p/w500/2667
9023,Spirit: Stallion of the Cimarron (2002),Spirit: Stallion of the Cimarron,2002.0,Western|Animation|Adventure|Comedy|Family,7.4,831,41.670544,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",83.0,80000000,122563539,Leader. Hero. Legend.,Kelly Asbury,,human being|freedom|mustang|rivalry|wildlife|animation|cavalry|indian war|eyebrow|wild horse,https://image.tmdb.org/t/p/w500/9023
192102,3 Days to Kill (2014),3 Days to Kill,2014.0,Action|Drama|Thriller|Crime,6.0,883,41.638961,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",113.0,28000000,52597999,,,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tómas Lemarquis,retirement|secret service|illegal drugs,https://image.tmdb.org/t/p/w500/192102
1579,Apocalypto (2006),Apocalypto,2006.0,Action|Adventure|Drama|Thriller,7.3,1221,41.570047,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",139.0,40000000,120175290,No one can outrun their destiny.,,Rudy Youngblood|Raoul Max Trujillo|Gerardo Taracena|Iazua Larios|Antonio Monroy,loss of family|solar eclipse|slavery|jaguar|village|maya civilization|forest|tribe|human sacrifice|central america,https://image.tmdb.org/t/p/w500/1579
10096,13 Going on 30 (2004),13 Going on 30,2004.0,Comedy|Fantasy|Romance,6.3,1204,41.569541,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",98.0,37000000,96455697,"For some, 13 feels like it was just yesterday. For Jenna, it was.",,,new york|photographer|editor-in-chief|wish|michael jackson|child as an adult|best friends in love,https://image.tmdb.org/t/p/w500/10096
8916,Antz (1998),Antz,1998.0,Adventure|Animation|Comedy|Family,6.0,1272,41.515702,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",83.0,60000000,171757863,Every ant has his day.,Eric Darnell,Woody Allen|Dan Aykroyd|Anne Bancroft|Danny Glover|Gene Hackman,general|hero|worker|ant|work|assignment|war|princess|soldier|individuality,https://image.tmdb.org/t/p/w500/8916
314365,Spotlight (2015),Spotlight,2015.0,Drama|Thriller|History,7.8,2686,41.503588,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",128.0,20000000,88346473,Break the story. Break the silence.,Tom McCarthy,,child abuse|journalism|judge|florida|boston|pedophilia|court|cover-up|priest|lawyer,https://image.tmdb.org/t/p/w500/314365
1995,Lara Croft: Tomb Raider (2001),Lara Croft: Tomb Raider,2001.0,Adventure|Fantasy|Action|Thriller,5.7,2192,41.498631,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",100.0,115000000,274703340,Born into Wealth. Groomed by the Elite. Trained for Combat.,Simon West,,treasure|buddhist monk|planetary configuration|angkor wat|illuminati|william blake|treasure hunt|archaeologist|based on video game|archeology ,https://image.tmdb.org/t/p/w500/1995
454,Romeo + Juliet (1996),Romeo + Juliet,1996.0,Drama|Romance,6.7,1374,41.493042,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",120.0,14500000,147298761,My only love sprung from my only hate.,Baz Luhrmann,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite,,https://image.tmdb.org/t/p/w500/454
11321,Seven Pounds (2008),Seven Pounds,2008.0,Drama,7.5,2039,41.472404,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,123.0,55000000,168167691,Seven names. Seven strangers. One secret.,Gabriele Muccino,,vegetarian|tax collector|pianist|blind|organ transplant|blood type,https://image.tmdb.org/t/p/w500/11321
39514,RED (2010),RED,2010.0,Action|Adventure|Comedy|Crime|Thriller,6.6,2808,41.430245,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",111.0,58000000,71664962,Still armed. Still dangerous. Still got it.,Robert Schwentke,,cia|retirement|shot to death|sniper rifle|retired|female spy|alarm,https://image.tmdb.org/t/p/w500/39514
37710,The Tourist (2010),The Tourist,2010.0,Action|Thriller|Romance,6.0,1699,41.426678,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",103.0,100000000,278731369,It all started when he met a woman,,,paris|hotel|false identity|undercover agent|romance,https://image.tmdb.org/t/p/w500/37710
435,The Day After Tomorrow (2004),The Day After Tomorrow,2004.0,Action|Adventure|Science Fiction|Thriller,6.2,2392,41.380094,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",124.0,125000000,544272402,Where will you be?,,,saving the world|library|cataclysm|climate change|greenhouse effect|tornado|twister|hurricane|hail|temperature drop,https://image.tmdb.org/t/p/w500/435
1907,The Beach (2000),The Beach,2000.0,Drama|Adventure|Romance|Thriller,6.3,1233,41.362082,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",119.0,40000000,144056873,Somewhere on this planet it must exist.,Danny Boyle,Leonardo DiCaprio|Guillaume Canet|Tilda Swinton|Virginie Ledoyen|Staffan Kihlbom,hippie|exotic island|beach|map|group dynamics|shark attack|leader|thailand|community|backpacker,https://image.tmdb.org/t/p/w500/1907
320,Insomnia (2002),Insomnia,2002.0,Crime|Mystery|Thriller,6.8,1148,41.322708,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,118.0,46000000,113714830,A tough cop. A brilliant killer. An unspeakable crime.,Christopher Nolan,,detective|confession|fbi|homicide|blackmail|suspect|love|murder|los angeles|teenager,https://image.tmdb.org/t/p/w500/320
657,From Russia with Love (1963),From Russia with Love,1963.0,Action|Thriller|Adventure,6.9,760,41.298723,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",115.0,2000000,78898765,The world's masters of murder pull out all the stops to destroy Agent 007!,Terence Young,,venice|london england|terror|england|assassination|spy|assassin|istanbul|russia|secret mission,https://image.tmdb.org/t/p/w500/657
947,Lawrence of Arabia (1962),Lawrence of Arabia,1962.0,Adventure|Drama|History|War,7.8,851,41.286336,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",216.0,15000000,69995385,,David Lean,,cairo|arabian|world war i|horse|jerusalem|british army|british empire|damascus|camel|war,https://image.tmdb.org/t/p/w500/947
853,Enemy at the Gates (2001),Enemy at the Gates,2001.0,War,7.2,999,41.273567,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,131.0,68000000,96976270,Some Men Are Born To Be Heroes.,Jean-Jacques Annaud,Jude Law|Rachel Weisz|Ed Harris|Joseph Fiennes|Bob Hoskins,winter|sniper|world war ii|stalingrad,https://image.tmdb.org/t/p/w500/853
10315,Fantastic Mr. Fox (2009),Fantastic Mr. Fox,2009.0,Adventure|Animation|Comedy|Family,7.5,1176,41.258956,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",87.0,40000000,46471023,Dig the life fantastic!,Wes Anderson,,fox|tree|peasant|revenge|cider|tale|farm life,https://image.tmdb.org/t/p/w500/10315
256961,Paul Blart: Mall Cop 2 (2015),Paul Blart: Mall Cop 2,2015.0,Action|Comedy|Family,5.0,567,41.258487,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",94.0,38000000,107597242,Vegas has a new high roller.,,,shopping mall|las vegas|security guard,https://image.tmdb.org/t/p/w500/256961
3049,Ace Ventura: Pet Detective (1994),Ace Ventura: Pet Detective,1994.0,Comedy|Mystery,6.4,1648,41.249004,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",86.0,15000000,107217396,"He's the best there is! (Actually, he's the only one there is.)",Tom Shadyac,,dolphin|mascot|private detective|pets,https://image.tmdb.org/t/p/w500/3049
109451,Cloudy with a Chance of Meatballs 2 (2013),Cloudy with a Chance of Meatballs 2,2013.0,Animation|Family|Comedy,6.4,915,41.247402,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",95.0,78000000,248384621,Something big was leftover.,Cody Cameron,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg,inventor|food|scientist,https://image.tmdb.org/t/p/w500/109451
9798,Enemy of the State (1998),Enemy of the State,1998.0,Action|Drama|Thriller,6.7,1240,41.207568,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",132.0,90000000,250649836,It's not paranoia if they're really after you.,Tony Scott,,corruption|washington d.c.|helicopter|falsely accused|identity|mexican standoff|blackmail|intelligence|wiretap|satellite,https://image.tmdb.org/t/p/w500/9798
9339,Click (2006),Click,2006.0,Comedy|Drama|Fantasy|Romance,6.0,2104,41.176631,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,107.0,82500000,237681299,What If You Had A Remote... That Controlled Your Universe?,,,regret|workaholic|heart attack|architect|dying and death|time travel|remote control|children|liposuction|hospital,https://image.tmdb.org/t/p/w500/9339
9472,DodgeBall: A True Underdog Story (2004),DodgeBall: A True Underdog Story,2004.0,Comedy,6.2,981,41.156217,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",92.0,20000000,167722310,Grab Life By The Ball,,,underdog|competition|bank|bar|ball|cheerleader|diet|wife|sport|gymnasium,https://image.tmdb.org/t/p/w500/9472
68,Brazil (1985),Brazil,1985.0,Comedy|Science Fiction,7.5,861,41.089863,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",132.0,15000000,0,It's only a state of mind.,Terry Gilliam,,bureaucracy|police state|terror|great britain|dream|dystopia|government|anarchic comedy,https://image.tmdb.org/t/p/w500/68
83666,Moonrise Kingdom (2012),Moonrise Kingdom,2012.0,Comedy|Drama|Romance,7.6,1662,41.083914,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",94.0,16000000,68263166,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Wes Anderson,Bruce Willis|Edward Norton|Jared Gilman|Kara Hayward|Bill Murray,new england|first love|eye patch|search party|devastation|pen pal|handkerchief|child smoking|small town sheriff|the color red,https://image.tmdb.org/t/p/w500/83666
20766,The Road (2009),The Road,2009.0,Adventure|Drama,6.8,1087,41.075532,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",111.0,32000000,27635305,In a moment the world changed forever.,John Hillcoat,,post-apocalyptic|dystopia|paternity|duringcreditsstinger,https://image.tmdb.org/t/p/w500/20766
82507,Sinister (2012),Sinister,2012.0,Horror|Thriller|Mystery,6.7,1573,41.045084,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",110.0,3000000,77712439,"Once you see him, nothing can save you.",,,drowning|pennsylvania|child murderer|car set on fire|murder|bag over head|massacre|power outage|hanged man|held captive,https://image.tmdb.org/t/p/w500/82507
65057,The Descendants (2011),The Descendants,2011.0,Comedy|Drama,6.7,934,40.903931,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",115.0,20000000,177243185,The South Pacific ain't that terrific.,Alexander Payne,,hawaii|father-in-law|daughter|cheating wife|beach house|boating accident|estate|dying mother|beautiful girl|teenage daughter,https://image.tmdb.org/t/p/w500/65057
8487,Wild Wild West (1999),Wild Wild West,1999.0,Action|Adventure|Comedy|Science Fiction|Western,5.1,1020,40.748915,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,106.0,170000000,222104681,It's a whole new west.,Barry Sonnenfeld,,steampunk|based on tv series|steam locomotive|drag,https://image.tmdb.org/t/p/w500/8487
72545,Journey 2: The Mysterious Island (2012),Journey 2: The Mysterious Island,2012.0,Adventure|Action|Science Fiction,5.8,1030,40.723459,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",94.0,79000000,355692760,Believe the Impossible. Discover the Incredible.,Brad Peyton,Dwayne Johnson|Josh Hutcherson|Kristin Davis|Vanessa Hudgens|Luis Guzmán,mission|mysterious island|missing person|duringcreditsstinger|3d,https://image.tmdb.org/t/p/w500/72545
109491,Beautiful Creatures (2013),Beautiful Creatures,2013.0,Fantasy|Drama|Romance,5.6,984,40.721373,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",124.0,60000000,60052138,Dark secrets will come to light.,Richard LaGravenese,Alden Ehrenreich|Alice Englert|Jeremy Irons|Viola Davis|Emmy Rossum,civil war|southern usa|magic|light|dark|class prejudice|casters|based on young adult novel,https://image.tmdb.org/t/p/w500/109491
1576,Resident Evil (2002),Resident Evil,2002.0,Horror|Action|Science Fiction,6.4,2065,40.715623,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",100.0,33000000,102984862,A secret experiment. A deadly virus. A fatal mistake.,Paul W.S. Anderson,Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,undercover|mutant|dystopia|conspiracy|zombie|based on video game,https://image.tmdb.org/t/p/w500/1576
76025,Shame (2011),Shame,2011.0,Drama,7.0,875,40.688426,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",100.0,6500000,17693675,,Steve McQueen,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Alex Manette,pornography|brother sister relationship|sex addiction|new york city|thirty something|sex addict,https://image.tmdb.org/t/p/w500/76025
1265,Bridge to Terabithia (2007),Bridge to Terabithia,2007.0,Adventure|Drama|Family,7.0,1113,40.646102,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",96.0,60000000,137587063,"Close your eyes, but keep your mind wide open.",Gábor Csupó,Josh Hutcherson|AnnaSophia Robb|Robert Patrick|Zooey Deschanel|Bailee Madison,,https://image.tmdb.org/t/p/w500/1265
184,Jackie Brown (1997),Jackie Brown,1997.0,Comedy|Crime|Romance,7.3,1514,40.631671,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",154.0,12000000,39673162,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Quentin Tarantino,,airport|underworld|arms deal|weapon|police|drug,https://image.tmdb.org/t/p/w500/184
18487,The Taking of Pelham 1 2 3 (2009),The Taking of Pelham 1 2 3,2009.0,Thriller|Drama|Crime,6.2,954,40.597856,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",106.0,100000000,150166126,I can't get it out of my head. I'm gonna die today.,Tony Scott,,hostage|new york city|new york subway|subway train|stock market|motorcycle crash|subway tunnel|aftercreditsstinger,https://image.tmdb.org/t/p/w500/18487
10661,You Don't Mess with the Zohan (2008),You Don't Mess with the Zohan,2008.0,Comedy|Action,5.5,1048,40.597344,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,113.0,90000000,201596308,Lather. Rinse. Save the world.,,,new york|israel|middle east|hairdresser|ladykiller|mossad|israeli|palestinian|heart-throb|middle east conflict,https://image.tmdb.org/t/p/w500/10661
